lemma	bin_tag	mim_tag	freq	rank	ind	pre_kw_orig	kw_orig	post_kw_orig	pre_kw	kw	post_kw	ipa_sd	full_cat	bin_tag_en	tier	verb_1st_pres	verb_2nd_pres	verb_3rd_pres	verb_1st_past	verb_2nd_past	verb_3rd_past	verb_lh_þt	OBEYGJANLEGT	ÞFET	ÞGFET	EFET	NFFT	ÞFFT	ÞGFFT	EFFT	ft	et	ÞF	ÞGF	EF	lo.fst	lo.mst	lo.est	MST	EST	pronounce	manual_pl	full_cat_pl
mynd	kvk	nv	21436	155	10386	Þúsundir manna sáu ljósið og tóku af því	myndir	.	Hún tekur fallegar	myndir	.	mɪnt	Nafnorð	f.	1K									mynd	mynd	myndar	myndir	myndir	myndum	mynda											mynd.mp3	zdjęcie; film; obraz	rzeczownik
stór	lo	l	21289	156	389854	Þetta er	stór	dagur.	Þetta er 	stórt	barn.	stouːr	Lýsingarorð	adj.	1K																					stór  --  stór -- stórt	stærri -- stærri -- stærra	stærstur -- stærst -- stærst			stór.mp3	duży; wysoki	przymiotnik
fyrr	ao	a	21277	157	495560	Frístundaheimili eiga að taka við börnum	fyrr	en áður.	Ég mætti	fyrr 	en ég hélt.	fɪr	Atviksorð	adv.	1K								fyrr																		fyrr.mp3	wcześniej, przedtem	przysłówek
dæmi	hk	nh	21176	158	871	Hann var til	dæmis	í fjórða sæti allt árið í fyrra.	Ég gef þér gott	dæmi	.	taiːmɪ	Nafnorð	n.	1K									dæmi	dæmi	dæmis	dæmi	dæmi	dæmum	dæma											dæmi.mp3	przykład	rzeczownik
króna	kvk	nv	21098	159	14215	Stór bjórdós hækkar um 18	krónur	.	Þetta kostar 100	krónur	.	kʰrouːna	Nafnorð	f.	1K									krónu	krónu	krónu	krónur	krónur	krónum	króna											króna.mp3	(islandzka) korona	rzeczownik
ná	so	s	20989	160	463902	Þeir	náðu	ökumanninum sem reyndist vera undir áhrifum áfengis.	Hann 	nær	ekki að koma.	nauː	Sagnorð	v.	1K	næ	nærð	nær	náði	náðir	náði	náð																			ná.mp3	dostać, otrzymać; złapać	czasownik
hvort	st	c	20510	161	495365	Verið er að kanna	hvort	þeir stálu bílnum.	Ég veit ekki	hvort	ég komi.	kʰvɔr̥t	Samtenging	conj.	1K								hvort																		hvort.mp3	czy	spójnik
hægur	lo	l	20312	162	409059	Víða er	hægt	að skella sér á skíði í dag.	Hann keyrir	hægt	.	haiːɣʏr	Lýsingarorð	adj.	1K																					hægur  --  hæg -- hægt	hægari -- hægari -- hægara	hægastur -- hægust -- hægast			hægur.mp3	spokojny, powolny, możliwy	przymiotnik
nota	so	s	20280	163	422130	Þeir segja að hann verði aðeins	notaður	í friðsamlegum tilgangi.	Hún	notar	gleraugu.	nɔːta	Sagnorð	v.	1K	nota	notar	notar	notaði	notaðir	notaði	notað																			nota.mp3	używać	czasownik
sjálfur	fn	fb	20221	164	478780	Ég hef ekki komið nálægt þessu	sjálfur	.	Barnið borðar	sjálft	.	sjaulvʏr	Fornafn	pron.	1K																sjálfir -- sjálfar -- sjálf	sjálfur  --  sjálf -- sjálft									sjálfur.mp3	(samego) siebie	zaimek
milli	fs	a	20114	165.5	495304	Upphæðin hækkar um tæpa 3 milljarða	milli	ára.	Ég bý	milli	Reykjavíkur og Kópavogs	mɪtlɪ	Forsetning	prep.	1K								milli																		milli.mp3	między	przyimek
síðan	fs	a	19631	167	495327	Ekkert hefur heyrst frá henni	síðan	.	Ekkert hefur gerst	síðan	.	siːðan	Forsetning	prep.	1K								síðan																		síðan.mp3	od	przyimek
slíkur	fn	fb	19528	168	478781	Það eru fleiri Norðmenn áhugasamir um	slíkt	samstarf.	Við eigum	slíkan	hest.	stliːkʏr	Fornafn	pron.	1K																slíkir -- slíkar -- slík	slíkur  --  slík -- slíkt									slíkur.mp3	taki	zaimek
ætla	so	s	19426	169	425102	Af þeim	ætla	þeir að reyna að selja 50 á Japansmarkað.	Ég	ætla	að læra íslensku.	aihtla	Sagnorð	v.	1K	ætla	ætlar	ætlar	ætlaði	ætlaðir	ætlaði	ætlað																			ætla.mp3	zamierzać	czasownik
líka	ao	a	19363	170	495670	Síðustu ár hafa	líka	reynst mér og fjölskyldunni persónulega erfið.	Ég keypti	líka	brauð.	liːka	Atviksorð	adv.	1K								líka																		líka.mp3	także	przysłówek
síðari	lo	l	19311	171	165046	Marel tapaði 1,2 milljörðum króna á	síðasta	ári.	Við heyrum	síðari	hluta lagsins.	siːðarɪ	Lýsingarorð	adj.	1K																					síðari  --	síðari -- síðari -- síðara	síðastur -- síðust -- síðast			síðari.mp3	ostatni; dłuższy	przymiotnik
leið	kvk	nv	18804	172	10379	Skipin voru á	leið	frá Rússlandi til Bandaríkjanna.	Við förum styttri	leið	.	leiːð	Nafnorð	f.	1K									leið	leið	leiðar	leiðir	leiðir	leiðum	leiða											leið.mp3	droga; trasa	rzeczownik
oft	ao	a	18767	173	400730	Eftir það hefur hún	oft	farið til Bandaríkjanna.	Ég hef gert þetta	oft	.	ɔft	Atviksorð	adv.	1K																								oftar	oftast	oft.mp3	często	przysłówek
fyrirtæki	hk	nh	18739	174	68229	Brotist var inn í fjögur	fyrirtæki	á höfuðborgarsvæðinu í nótt.	Hún á	fyrirtæki	.	fɪːrɪr̥tʰaicɪ	Nafnorð	n.	1K									fyrirtæki	fyrirtæki	fyrirtækis	fyrirtæki	fyrirtæki	fyrirtækjum	fyrirtækja											fyrirtæki.mp3	firma	rzeczownik
sýna	so	s	18484	175	435442	Sænsk rannsókn	sýnir	svipaðar niðurstöður.	Ég skal	sýna	þér húsið.	siːna	Sagnorð	v.	1K	sýni	sýnir	sýnir	sýndi	sýndir	sýndi	sýnt																			sýna.mp3	pokazać	czasownik
hvernig	ao	a	18411	176	495622	Ekki er vitað	hvernig	eldurinn kom upp.	Hann veit ekki	hvernig	það er gert.	kʰvɛrtnɪɣ	Atviksorð	adv.	1K								hvernig																		hvernig.mp3	jak	przysłówek
gamall	lo	l	18136	177	413522	Þá býr	eldri	kona í íbúð á þriðju hæð.	Hún á	gamlan	kött.	kaːmatl̥	Lýsingarorð	adj.	1K																					gamall  --  gömul -- gamalt	eldri -- eldri -- eldra	elstur -- elst -- elst			gamall.mp3	stary	przymiotnik
aftur	ao	a	17943	178	488626	Málið verður	aftur	athugað síðdegis.	Við hittumst	aftur	.	aftʏr	Atviksorð	adv.	1K								aftur																		aftur.mp3	ponownie, znowu, jeszcze raz	przysłówek
enn	ao	a	17917	179	495539	Fundurinn stóð	enn	yfir nú rétt fyrir fréttir.	Ég bíð 	enn	eftir svari.	ɛn	Atviksorð	adv.	1K								enn																		enn.mp3	nadal, jeszcze	przysłówek
já	uh	a	17890	180	495405		Já	, ég hef svo sem ekkert um þetta að segja.		Já	, ég veit.	jauː	Upphrópanir	exclam.	1K								já																		já.mp3	no, tak	okrzyk
samkvæmt	fs	a	17736	181	495324	Athöfnin hefst	samkvæmt	venju með guðsþjónustu í Dómkirkjunni.		Samkvæmt	honum er tíminn búinn.	samkʰvaim̥t	Forsetning	prep.	1K								samkvæmt																		samkvæmt.mp3	według	przyimek
ræða	so	s	17476	182	435199	Hér er um að	ræða	svonefnt þriggja mánaða verð.	Við	ræðum	efnið á morgun.	raiːða	Sagnorð	v.	1K	ræði	ræðir	ræðir	ræddi	ræddir	ræddi	rætt																			ræða.mp3	mówić, rozmawiać, dyskutować	czasownik
reyna	so	s	17435	183	435179	Af þeim ætla þeir að	reyna	að selja 50 á Japansmarkað.	Ég	reyni	eins og ég get.	reiːna	Sagnorð	v.	1K	reyni	reynir	reynir	reyndi	reyndir	reyndi	reynt																			reyna.mp3	próbować, spróbować	czasownik
starf	hk	nh	17396	184	3539	Mikilvægast væri að fjölga	störfum	í landinu.	Mörg	störf	eru í boði.	starv	Nafnorð	n.	1K									starf	starfi	starfs	störf	störf	störfum	starfa											starf.mp3	praca	rzeczownik
búa	so	s	16797	185	433541	Hann var fæddur árið 1963 og	bjó	í Reykjavík.	Ég	bý	í Reykjavík.	puːa	Sagnorð	v.	1K	bý	býrð	býr	bjó	bjóst	bjó	búið																			búa.mp3	mieszkać; przygotować	czasownik
saga	kvk	nv	16780	186	16690	Mennirnir hafa allir komið við	sögu	lögreglu áður.	Við heyrum	söguna	aftur.	saːɣa	Nafnorð	f.	1K									sögu	sögu	sögu	sögur	sögur	sögum	sagna											saga.mp3	opowieść; historia; saga	rzeczownik
háttur	kk	nk	16633	187	5688	Þetta er á engan	hátt	sambærilegt.	Við lærum þetta á réttan	hátt	.	hauhtʏr	Nafnorð	m.	1K									hátt	hætti	háttar	hættir	hætti	háttum	hátta											háttur.mp3	zwyczaj; sposób	rzeczownik
hönd	kvk	nv	15773	188	426053	Slökkviliðið hefur unnið hörðum	höndum	við að slökkva eldinn.	Við erum með tvær	hendur	.	hœnt	Nafnorð	f.	1K									hönd	hendi	handar	hendur	hendur	höndum	handa											hönd.mp3	dłoń	rzeczownik
hluti	kk	nk	15749	190.5	7167	Ræningjarnir vildu fá	hluta	af vinningnum.	Hún hlustar á fyrri	hluta	sögunnar.	l̥ʏːtɪ	Nafnorð	m.	1K									hluta	hluta	hluta	hlutar	hluta	hlutum	hluta											hluti.mp3	część, porcja	rzeczownik
þrír	to	t	15749	190.5	403790	Ég gekk til þessa samstarf hérna fyrir	þremur	árum.	Þau þekktust í	þrjú	ár.	θriːr	Töluorð	num.	1K																þrír -- þrjár -- þrjú	þrír  --									þrír.mp3	trzy	liczebnik
þáttur	kk	nk	15733	193	5692	Um þrjú þúsund konur tóku	þátt	í rannsókninni.	Sagan er sögð í mörgum	þáttum	.	θauhtʏr	Nafnorð	m.	1K									þátt	þætti	þáttar	þættir	þætti	þáttum	þátta											þáttur.mp3	czynnik, odcinek, część	rzeczownik
meðal	fs	a	15599	194.5	495301	Það hefur orðið viðhorfsbreyting	meðal	almennings í landinu.	Hún var fyrst	meðal	nemenda.	mɛːðal	Forsetning	prep.	1K								meðal																		meðal.mp3	między, wśród	przyimek
orð	hk	nh	15472	196	2635	Í fáum	orðum	sagt , þetta er einfaldlega ekki hægt.	Við lærum mörg	orð	.	ɔrð	Nafnorð	n.	1K									orð	orði	orðs	orð	orð	orðum	orða											orð.mp3	słowo	rzeczownik
klukka	kvk	nv	15414	197	16559	Tilboðin verða opnuð	klukkan	tvö á mánudag.	Ég fylgist með	klukkunni	.	kʰlʏhka	Nafnorð	f.	1K									klukku	klukku	klukku	klukkur	klukkur	klukkum	klukkna											klukka.mp3	zegar	rzeczownik
ýmis	fn	fo	15235	198	478808	Plönturnar voru á	ýmsum	stigum ræktunar.	Þau kaupa	ýmsan	mat.	iːmɪs	Fornafn	pron.	1K																ýmsir -- ýmsar -- ýmis	ýmis  --  ýmis -- ýmist									ýmis.mp3	różnorodny	zaimek
alltaf	ao	a	15006	199	495463	Það höfum við	alltaf	gert.	Hún sofnar	alltaf	fljótt.	al̥taf	Atviksorð	adv.	1K								alltaf																		alltaf.mp3	zawsze	przysłówek
aðeins	ao	a	14981	200	488604	Þeir segja að hann verði	aðeins	notaður í friðsamlegum tilgangi.	Ég hitti	aðeins	einn annan mann.	aːðeins	Atviksorð	adv.	1K								aðeins																		aðeins.mp3	tylko	przysłówek
líf	hk	nh	14653	201	2271	Alls hafa því 19 manns látið	lífið	af völdum hans.	Konan nýtur	lífsins	.	liːv	Nafnorð	n.	1K									líf	lífi	lífs	líf	líf	lífum	lífa											líf.mp3	życie	rzeczownik
tala	so	s	14480	202	424804	Forsetinn	talaði	líka um pönnukökur í ræðu sinni.	Við skulum	tala	um þetta mál.	tʰaːla	Sagnorð	v.	1K	tala	talar	talar	talaði	talaðir	talaði	talað																			tala.mp3	rozmawiać, mówić	czasownik
niður	fs	a	14441	203.5	495310	Þar voru fjórir sleðar á leið	niður	dalinn.	Við gengum	niður	á 1. hæð.	nɪːðʏr	Forsetning	prep.	1K								niður																		niður.mp3	w dół	przyimek
því	ao	a	14390	205	495873	Sjóðurinn verður	því	líklegast orðinn tómur þegar líður á haustið.	Sjórinn er 	því	kaldur.	θviː	Atviksorð	adv.	1K								því																		því.mp3	zatem	przysłówek
áhrif	hk	nh	14126	206	36704	Maðurinn mun hafa verið undir	áhrifum	áfengis.	Veðrið hefur	áhrif	á ferðalagið.	auːr̥ɪv	Nafnorð	n.	1K									áhrif	áhrifi	áhrifs	áhrif	áhrif	áhrifum	áhrifa											áhrif.mp3	wpływ	rzeczownik
virða	so	s	14050	207	435580	Hann vilji	virða	þær reglur.	Ég 	virði	þína skoðun.	vɪrða	Sagnorð	v.	1K	virði	virðir	virðir	virti	virtir	virti	virt																			virða.mp3	szanować; docenić	czasownik
líta	so	s	13947	208	466772	Þannig að þetta	lítur	vel út.	Hann	lítur	á mig.	liːta	Sagnorð	v.	1K	lít	lítur	lítur	leit	leist	leit	litið																			líta.mp3	patrzeć; widzieć	czasownik
fylgja	so	s	13844	209	434725	Skólastjórar segjast munu	fylgjast	vel með nemendum sínum.	Hann	fylgir	barninu í skólann.	fɪlca	Sagnorð	v.	1K	fylgi	fylgir	fylgir	fylgdi	fylgdir	fylgdi	fylgt																			fylgja.mp3	naprowadzić, kierować; popierać	czasownik
sinn	hk	nh	13839	210	3130	Hann var handtekinn fjórum	sinnum	á einum sólarhring.	Ég sagði þér það mörgum	sinnum	.	sɪn	Nafnorð	n.	1K									sinn	sinni	sinns	sinn	sinn	sinnum	sinna											sinn.mp3	raz	rzeczownik
nefna	so	s	13814	211	435097	Þar eru einkum fjögur lönd	nefnd	sem næstu aðildarþjóðir.	Þú skalt 	nefna	það við manninn.	nɛpna	Sagnorð	v.	1K	nefni	nefnir	nefnir	nefndi	nefndir	nefndi	nefnt																			nefna.mp3	nazwać; wspomnieć	czasownik
efni	hk	nh	13634	212	882	Hann segir að öll óvissa sé slæm í þeim	efnum	.	Ég keypti 	efni	til að sauma úr.	ɛpnɪ	Nafnorð	n.	1K									efni	efni	efnis	efni	efni	efnum	efna											efni.mp3	temat; materiał	rzeczownik
búinn	lo	l	13613	213	165330	Þannig að ég er	búin	að bíða svona svolítið.	Þú ert	búinn	með verkefnið.	puːɪn	Lýsingarorð	adj.	1K																					búinn  --  búin -- búið					búinn.mp3	zakończony, uposażony	przymiotnik
svona	ao	a	13485	214	495786	Og svo þróast þessi hugmynd	svona	stig af stigi.	Námskeiðið er kennt	svona	.	svɔːna	Atviksorð	adv.	1K								svona																		svona.mp3	tak, w ten sposób	przysłówek
aldrei	ao	a	13441	215	495462	Svona tilvik hafi	aldrei	komið upp áður.	Barnið hefur	aldrei	synt í sjó.	altrei	Atviksorð	adv.	1K								aldrei																		aldrei.mp3	nigdy	przysłówek
liggja	so	s	13363	216	466611	Upplýsingar um líðan hans	liggja	ekki fyrir.	Hann	liggur	í rúminu.	lɪca	Sagnorð	v.	1K	ligg	liggur	liggur	lá	lást	lá	legið																			liggja.mp3	leżeć	czasownik
byggja	so	s	12997	217	434567	Hann vill	byggja	upp hjálparstarfið enn frekar.	Smiðurinn	byggir	falleg hús.	pɪca	Sagnorð	v.	1K	byggi	byggir	byggir	byggði	byggðir	byggði	byggt																			byggja.mp3	budować; zamieszkiwać	czasownik
upplýsing	kvk	nv	12941	218	133609	Við viljum fá réttar	upplýsingar	.	Við þurfum betri	upplýsingar	.	ʏhplisiŋk	Nafnorð	f.	1K									upplýsingu	upplýsingu	upplýsingar	upplýsingar	upplýsingar	upplýsingum	upplýsinga											upplýsing.mp3	Informacja; iluminacja	rzeczownik
skipta	so	s	12934	219	427622	Svarendur	skiptust	jafnt eftir kyni og landshlutum.	Ég 	skipti	samlokunni í tvennt.	scɪfta	Sagnorð	v.	1K	skipti	skiptir	skiptir	skipti	skiptir	skipti	skipt																			skipta.mp3	podzielić; zmienić; zamienić	czasownik
þótt	st	c	12920	220	495385	Þá lítur bláberjasprettan mjög vel út	þótt	þau séu skemur komin.	Hann borðar	þótt	hann sé saddur.	θouht	Samtenging	conj.	1K								þótt																		þótt.mp3	mimo że	spójnik
hefja	so	s	12780	221	433653	Sumaráætlun	hefst	13. júní.	Tíminn	hefst	á þriðjudag.	hɛvja	Sagnorð	v.	1K	hef	hefur	hefur	hóf	hófst	hóf	hafið																			hefja.mp3	zacząć, zaczynać	czasownik
bæði	st	c	12772	222	495352		Bæði	hún og fórnarlambið voru undir áhrifum áfengis.	Ég vil	bæði	sól og rigningu.	paiːðɪ	Samtenging	conj.	1K								bæði																		bæði.mp3	oba	spójnik
enda	st	c	12489	223	495360	Heimferðin gekk vel	enda	veður gott á svæðinu.	Fjöldi fólks var í miðbænum	enda	var veðrið gott.	ɛnta	Samtenging	conj.	1K								enda																		enda.mp3	bo	spójnik
án	fs	a	12453	224	495265	Fréttastofa reyndi að ná sambandi við hann en	án	árangurs.	Ég fer ekki	án 	þín.	auːn	Forsetning	prep.	1K								án																		án.mp3	bez	przyimek
spyrja	so	s	12374	225	425896	Við	spurðum	fjármálaráðherra um þessa gagnrýni í morgun.	Þú	spyrð 	mig margra spurninga.	spɪrja	Sagnorð	v.	1K	spyr	spyrð	spyr	spurði	spurðir	spurði	spurt																			spyrja.mp3	zapytać	czasownik
heldur	st	c	12122	226	488617	Þær teljast nú ekki lengur stöðugar	heldur	neikvæðar.	Hún fer ekki í dag	heldur	á morgun.	hɛltʏr	Samtenging	conj.	1K								heldur																		heldur.mp3	ale, raczej	spójnik
verkefni	hk	nh	12028	227	25077	Kostnaður við	verkefnið	yrði um 9 milljarðar króna.	Þau skila	verkefninu	í dag.	vɛr̥kɛpnɪ	Nafnorð	n.	1K									verkefni	verkefni	verkefnis	verkefni	verkefni	verkefnum	verkefna											verkefni.mp3	projekt	rzeczownik
alveg	ao	a	11996	228	495464	Það er	alveg	augljóst.	Ég skil þig ekki 	alveg	.	alvɛɣ	Atviksorð	adv.	1K								alveg																		alveg.mp3	całkowicie	przysłówek
rannsókn	kvk	nv	11953	229	125626		Rannsókn	á þeim málum er enn í fullum gangi hjá lögreglu.		Rannsóknin	er flókin.	ransouhkn̥	Nafnorð	f.	1K									rannsókn	rannsókn	rannsóknar	rannsóknir	rannsóknir	rannsóknum	rannsókna											rannsókn.mp3	badanie	rzeczownik
einn	fn	fo	11936	230	478790	Þremur þeirra hefur verið sleppt en	einn	er enn á sjúkrahúsi.	Dag	einn	kom bréf.	eitn̥	Fornafn	pron.	1K																einir -- einar -- ein	einn  --  ein -- eitt									einn.mp3	jeden	zaimek
langur	lo	l	11897	231	406906	Veður var afar slæmt og tóku björgunaraðgerðir	langan	tíma fyrir vikið.	Vegurinn er 	langur	.	lauŋkʏr	Lýsingarorð	adj.	1K																					langur  --  löng -- langt	lengri -- lengri -- lengra	lengstur -- lengst -- lengst			langur.mp3	długi	przymiotnik
innan	fs	a	11800	232.5	495293	Bólusetning forgangshópa hefst	innan	fárra daga.	Við hittumst	innan	fimm daga.	ɪnan	Forsetning	prep.	1K								innan																		innan.mp3	w ciągu	przyimek
lengi	ao	a	11780	234	402487	En fólkið mitt þarf ekki að bíða	lengi	.	Þú þarft ekki að bíða	lengi	.	leiɲcɪ	Atviksorð	adv.	1K																								lengur	lengst	lengi.mp3	długi czas, długo	przysłówek
draga	so	s	11724	235	466619	Sértækar aðgerðir myndu	draga	bæði úr sýkingar- og dánartíðni.	Bíllinn	dregur	kerruna.	traːɣa	Sagnorð	v.	1K	dreg	dregur	dregur	dró	dróst	dró	dregið																			draga.mp3	ciągnąć, draga 'ur- zmniejszyć	czasownik
öld	kvk	nv	11565	236	10789	Rúm	öld	er liðin síðan eldfjallið gaus síðast.	Mikið hefur gerst á einni	öld	.	œlt	Nafnorð	f.	1K									öld	öld	aldar	aldir	aldir	öldum	alda											öld.mp3	wiek; stulecie	rzeczownik
kalla	so	s	11474	237	421219		Kallað	var eftir aðstoð björgunarsveita síðdegis í gær.	Þú 	kallaðir	á mig.	kʰatla	Sagnorð	v.	1K	kalla	kallar	kallar	kallaði	kallaðir	kallaði	kallað																			kalla.mp3	nazywac, wzywać	czasownik
ríki	hk	nh	11466	238	2950	Sjö af	ríkjum	Bandaríkjanna íhuga nú alvarlega að afnema dauðarefsingar.	Hann vinnur fyrir	ríkið	.	riːcɪ	Nafnorð	n.	1K									ríki	ríki	ríkis	ríki	ríki	ríkjum	ríkja											ríki.mp3	państwo; rząd; władza	rzeczownik
breyting	kvk	nv	11433	239	11402	Það hefur náttúrlega orðið gífurleg	breyting	á starfseminni.	Miklar	breytingar	urðu á stuttum tíma.	preiːtiŋk	Nafnorð	f.	1K									breytingu	breytingu	breytingar	breytingar	breytingar	breytingum	breytinga											breyting.mp3	zmiana, modyfikacja	rzeczownik
áfram	ao	a	11338	240	495939	Hann reyndist ekki alvarlega meiddur og hélt	áfram	á vaktinni.	Ég hélt	áfram	að læra.	auːfram	Atviksorð	adv.	1K								áfram																		áfram.mp3	naprzód, wprzód	przysłówek
hús	hk	nh	11314	241	1720		Húsið	er mjög illa farið , jafnvel ónýtt.	Við keyptum nýtt	hús	.	huːs	Nafnorð	n.	1K									hús	húsi	húss	hús	hús	húsum	húsa											hús.mp3	dom	rzeczownik
milljón	to	t	11257	242.5	495438	Mánaðarlaunin eru ríflega 1,1	milljón	króna.	Fyrirtækið missti eina	milljón	króna.	mɪljoun	Töluorð	num.	1K								milljón																		milljón.mp3	milion	liczebnik
verk	hk	nh	11139	244	3998	Ekki er vitað hver eða hverjir voru þar að	verki	.	Þau skipta með sér	verkum	.	vɛr̥k	Nafnorð	n.	1K									verk	verki	verks	verk	verk	verkum	verka											verk.mp3	uczynek, zadanie, praca	rzeczownik
veita	so	s	11087	245	435565	Hún flutti sjúkraflutningamenn á vettvang sem	veittu	manninum fyrstu hjálp.	Hún	veitir	mér mikla hjálp.	veiːta	Sagnorð	v.	1K	veiti	veitir	veitir	veitti	veittir	veitti	veitt																			veita.mp3	udzielić, oferować	czasownik
flytja	so	s	11086	246	488183	Fólkið var	flutt	á Sjúkrahúsið á Akureyri.	Við	flytjum	á morgun.	flɪːtja	Sagnorð	v.	1K	flyt	flytur	flytur	flutti	fluttir	flutti	flutt																			flytja.mp3	przenieść, transportować	czasownik
